logFC	logCPM	PValue	FDR	UmasM_1	UmasM_2	pEhEx_1	pEhEx_2	UmasM_1	UmasM_2	pEhEx_1	pEhEx_2	DE	Regulation
EHI_004840A	-0.872101941355973	7.22099340222861	0.129064875965025	1	552	1221	1463	1494	87.4365848289046	122.996307257956	149.931649450205	235.451135516759	0	UP_pEhEx_DOWN_UmasM
EHI_004850A	0.738602658161808	1.20027183003634	0.335879881475249	1	11	33	20	6	1.7423957121702	3.3242245204853	2.04964660902536	0.945586889625537	0	DOWN_pEhEx_UP_UmasM
EHI_004860A	-0.419331920595345	5.94650905212014	0.481055667229958	1	212	709	709	431	33.5807173618257	71.4204601522448	72.6599722899489	67.9246582381011	0	UP_pEhEx_DOWN_UmasM
EHI_004870A	0.0719804452305137	1.45702799620024	0.953466296353497	1	13	30	30	11	2.05919493256478	3.02202229135027	3.07446991353803	1.73357596431348	0	DOWN_pEhEx_UP_UmasM
EHI_004880A	-0.586074213471552	5.72814465300269	0.403897681947688	1	130	632	474	496	20.5919493256478	63.6639362711124	48.5766246339009	78.1685162090444	0	UP_pEhEx_DOWN_UmasM
EHI_004900A	-0.226934017122706	2.37541481017756	0.757553485190797	1	41	27	40	42	6.49438401808893	2.71982006221524	4.09929321805071	6.61910822737876	0	UP_pEhEx_DOWN_UmasM
EHI_004930A	-0.499658991579535	3.31607955341728	0.43510138860492	1	29	113	104	77	4.59358869572144	11.3829506307527	10.6581623669319	12.1350317501944	0	UP_pEhEx_DOWN_UmasM
EHI_004940A	-0.106298890023878	4.10069188520881	0.851527435718743	1	87	186	164	116	13.7807660871643	18.7365382063717	16.8071021940079	18.2813465327604	0	UP_pEhEx_DOWN_UmasM
EHI_004960A	-0.0876047352643889	4.45753674561507	0.88233976459168	1	146	189	229	135	23.1263430888045	19.0387404355067	23.4684536733403	21.2757050165746	0	UP_pEhEx_DOWN_UmasM
EHI_004970A	0.413036996131761	5.93024512480693	0.561880625817759	1	667	330	638	246	105.652540001593	33.242245204853	65.3837268279089	38.769062474647	0	DOWN_pEhEx_UP_UmasM
EHI_004980A	-0.435294081257192	1.16201000740379	0.536546475148667	1	12	15	23	14	1.90079532236749	1.51101114567514	2.35709360037916	2.20636940912625	0	UP_pEhEx_DOWN_UmasM
EHI_004990A	-0.260541146155049	2.82954983174426	0.653681076545042	1	40	61	56	59	6.33598440789164	6.14477865907889	5.739010505271	9.29827108131778	0	UP_pEhEx_DOWN_UmasM
EHI_005000A	-0.660718616232551	2.07026355787199	0.279263866347786	1	14	38	37	38	2.21759454276207	3.82789490237701	3.79184622669691	5.9887169676284	0	UP_pEhEx_DOWN_UmasM
EHI_005010A	-0.387385236228157	4.48470489736451	0.6088001120426	1	50	301	198	190	7.91998050986455	30.3209569898811	20.291501429351	29.943584838142	0	UP_pEhEx_DOWN_UmasM
EHI_005020A	-0.532777173806909	7.45497303538284	0.445495885587128	1	453	2130	1570	1609	71.7550234193728	214.563582685869	160.89725880849	253.574884234582	0	UP_pEhEx_DOWN_UmasM
EHI_005030A	-1.04211557498163	1.12121986449446	0.208897091972924	1	4	18	15	24	0.633598440789164	1.81321337481016	1.53723495676902	3.78234755850215	0	UP_pEhEx_DOWN_UmasM
EHI_005040A	0.25306331217415	1.39928532606081	0.835319947666562	1	4	44	15	18	0.633598440789164	4.43229936064707	1.53723495676902	2.83676066887661	0	DOWN_pEhEx_UP_UmasM
EHI_005060A	-0.826900317840621	6.29932660579653	0.148268848246022	1	301	650	729	801	47.6782826693846	65.4771496459226	74.7096188989742	126.235849765009	0	UP_pEhEx_DOWN_UmasM
EHI_005070A	-0.397887678108598	4.22846974675874	0.590502116528169	1	43	248	174	154	6.81118323848351	24.9820509418289	17.8319254985206	24.2700635003888	0	UP_pEhEx_DOWN_UmasM
EHI_005080A	-0.160284133781076	3.10542636734969	0.8037730746588	1	62	60	83	58	9.82077583223204	6.04404458270054	8.50603342745523	9.14067326638019	0	UP_pEhEx_DOWN_UmasM
EHI_005100A	-0.325379748243867	3.49971288256972	0.680487296539204	1	22	159	108	86	3.4847914243404	16.0167181441564	11.0680916887369	13.5534120846327	0	UP_pEhEx_DOWN_UmasM
EHI_005120A	0.270163362997379	0.870732232766257	0.725179611537966	1	14	13	14	9	2.21759454276207	1.30954299291845	1.43475262631775	1.41838033443831	0	DOWN_pEhEx_UP_UmasM
EHI_005130A	0.064849423418797	3.8785150417564	0.915468888008111	1	88	155	142	87	13.9391656973616	15.6137818386431	14.55249092408	13.7110098995703	0	DOWN_pEhEx_UP_UmasM
EHI_005140A	-0.399606309774777	5.47210799864895	0.489395399033223	1	271	330	355	407	42.9262943634658	33.242245204853	36.3812273102001	64.1423106795989	0	UP_pEhEx_DOWN_UmasM
EHI_005150A	-0.0524270535033454	8.09392838769905	0.929201660572468	1	1148	3515	2736	1748	181.84275250649	354.080278469874	280.391656114669	275.480980510907	0	UP_pEhEx_DOWN_UmasM
EHI_005260A	1.20806658998793	0.787442369468369	0.197298322266212	1	22	8	7	7	3.4847914243404	0.805872611026739	0.717376313158875	1.10318470456313	0	DOWN_pEhEx_UP_UmasM
EHI_005460A	0.138973968588769	8.55802414046004	0.819030700434309	1	3398	2496	3320	2391	538.241875450395	251.432254640343	340.241337098209	376.816375515777	0	DOWN_pEhEx_UP_UmasM
EHI_005657A	-0.121428524202376	0.90243860156966	0.936674776136407	1	13	11	12	14	2.05919493256478	1.10807484016177	1.22978796541521	2.20636940912625	0	UP_pEhEx_DOWN_UmasM
EHI_005860A	0.628120210700872	2.48196835607813	0.443702293682216	1	14	105	40	27	2.21759454276207	10.577078019726	4.09929321805071	4.25514100331492	0	DOWN_pEhEx_UP_UmasM
EHI_005870A	-0.170630865076715	5.40769168491678	0.755787410473796	1	288	336	379	321	45.6190877368198	33.846649663123	38.8408032410305	50.5888985949662	0	UP_pEhEx_DOWN_UmasM
EHI_005890A	0.324029628777364	11.1103671300179	0.594734021245633	1	21093	15631	19395	12304	3341.12297789146	1574.57434786987	1987.64479910234	1939.0835149921	0	DOWN_pEhEx_UP_UmasM
EHI_005900A	-0.304201353242633	2.3164064543616	0.586926119139311	1	24	46	50	34	3.80159064473498	4.63376751340375	5.12411652256339	5.35832570787804	0	UP_pEhEx_DOWN_UmasM
EHI_005910A	0.461713043564717	5.82443882450548	0.389419720347522	1	455	583	526	260	72.0718226397674	58.7279665285736	53.9057058173669	40.9754318837733	0	DOWN_pEhEx_UP_UmasM
EHI_005920A	1.08897193173662	0.394532502885898	0.235592984101803	1	14	8	7	4	2.21759454276207	0.805872611026739	0.717376313158875	0.630391259750358	0	DOWN_pEhEx_UP_UmasM
EHI_005940A	0.344768810289264	3.54553852100372	0.585727407453012	1	86	119	137	38	13.622366476967	11.9873550890227	14.0400792718237	5.9887169676284	0	DOWN_pEhEx_UP_UmasM
EHI_005950A	-0.459258640844651	4.97716787828675	0.420992915250832	1	127	322	310	258	20.1167504950559	32.4363725938263	31.769522439893	40.6602362538981	0	UP_pEhEx_DOWN_UmasM
EHI_005960A	0.479354497801715	2.8799158593024	0.636116099613571	1	12	144	36	52	1.90079532236749	14.5057069984813	3.68936389624564	8.19508637675466	0	DOWN_pEhEx_UP_UmasM
EHI_005970A	0.334455697578304	10.4795585158327	0.627986502288415	1	15250	7635	12691	7773	2415.59405550869	769.104673148644	1300.60325575704	1225.00781550988	0	DOWN_pEhEx_UP_UmasM
EHI_006000A	0.386232142308477	0.343129135079977	0.746161691586898	1	4	16	12	3	0.633598440789164	1.61174522205348	1.22978796541521	0.472793444812769	0	DOWN_pEhEx_UP_UmasM
EHI_006010A	0.109320808972405	4.41125615038741	0.842037676760388	1	157	187	204	124	24.8687388009747	18.83727228275	20.9063954120586	19.5421290522611	0	DOWN_pEhEx_UP_UmasM
EHI_006020A	0.820897839253227	0.88624252038561	0.283856108488338	1	14	19	17	3	2.21759454276207	1.91394745118851	1.74219961767155	0.472793444812769	0	DOWN_pEhEx_UP_UmasM
EHI_006030A	-0.170321707318804	3.40668440664534	0.790514156052493	1	43	125	120	61	6.81118323848351	12.5917595472928	12.2978796541521	9.61346671119296	0	UP_pEhEx_DOWN_UmasM
EHI_006040A	1.0298294667366	2.11181494099973	0.0775310314855029	1	35	54	33	12	5.54398635690518	5.43964012443049	3.38191690489184	1.89117377925107	0	DOWN_pEhEx_UP_UmasM
EHI_006050A	0.137858873491288	4.77911549634972	0.805153015970305	1	209	238	264	157	33.1055185312338	23.9747101780455	27.0553352391347	24.7428569452016	0	DOWN_pEhEx_UP_UmasM
EHI_006060A	0.112594164951717	2.12323492091414	0.907158529691302	1	21	51	33	29	3.32639181414311	5.13743789529546	3.38191690489184	4.5703366331901	0	DOWN_pEhEx_UP_UmasM
EHI_006070A	-0.305551786270029	8.00005258054084	0.573830489422189	1	1652	1945	2607	1893	261.676156045925	195.927778555876	267.171435486455	298.332663676857	0	UP_pEhEx_DOWN_UmasM
EHI_006130A	-0.173501206415582	2.36790410878537	0.778078932709631	1	27	49	51	33	4.27678947532686	4.93596974253878	5.22659885301466	5.20072789294045	0	UP_pEhEx_DOWN_UmasM
EHI_006150A	0.537532300950502	2.59754262388559	0.380397865466892	1	57	48	52	26	9.02877778124558	4.83523566616044	5.32908118346593	4.09754318837733	0	DOWN_pEhEx_UP_UmasM
EHI_006160A	-0.434875759538412	3.72116780218734	0.463056742157478	1	50	139	164	82	7.91998050986455	14.0020366165896	16.8071021940079	12.9230208248823	0	UP_pEhEx_DOWN_UmasM
EHI_006170A	-0.857538879844473	4.9364987234048	0.246876178805407	1	68	321	250	335	10.7711734934158	32.3356385174479	25.620582612817	52.7952680040925	0	UP_pEhEx_DOWN_UmasM
EHI_006190A	0.228661459651919	4.00231014653823	0.682790606438996	1	127	139	142	92	20.1167504950559	14.0020366165896	14.55249092408	14.4989989742582	0	DOWN_pEhEx_UP_UmasM
EHI_006200A	0.752512239196961	2.1252084802732	0.756764976910409	1	66	0	60	0	10.4543742730212	0	6.14893982707607	0	0	DOWN_pEhEx_UP_UmasM
EHI_006550A	0.245901479629386	3.48081717392883	0.666365665033116	1	68	128	104	59	10.7711734934158	12.8939617764278	10.6581623669319	9.29827108131778	0	DOWN_pEhEx_UP_UmasM
EHI_006670A	0.210384931844317	8.0836666474284	0.718964125346247	1	2381	2030	2682	1445	377.14947187975	204.490175048035	274.8576102703	227.728842584817	0	DOWN_pEhEx_UP_UmasM
EHI_006680A	-1.05211612482933	2.7542535017108	0.502283471877643	1	54	0	80	60	8.55357895065371	0	8.19858643610143	9.45586889625537	0	UP_pEhEx_DOWN_UmasM
EHI_006690A	0.00394351809744985	0.577845037720168	1	1	3	19	12	8	0.475198830591873	1.91394745118851	1.22978796541521	1.26078251950072	0	DOWN_pEhEx_UP_UmasM
EHI_006700A	0.793706903064099	2.54353115594212	0.252425025694421	1	23	103	41	25	3.64319103453769	10.3756098669693	4.20177554850198	3.93994537343974	0	DOWN_pEhEx_UP_UmasM
EHI_006710A	-0.216223829414277	1.5346597974292	0.761755682471649	1	8	35	28	18	1.26719688157833	3.52569267324198	2.8695052526355	2.83676066887661	0	UP_pEhEx_DOWN_UmasM
EHI_006720A	-0.221577171398131	2.29675473756531	0.710415486067728	1	27	43	46	34	4.27678947532686	4.33156528426872	4.71418720075832	5.35832570787804	0	UP_pEhEx_DOWN_UmasM
EHI_006730A	0.396020135150637	3.1103236325705	0.534605540036319	1	83	60	81	39	13.1471676463751	6.04404458270054	8.30106876655269	6.14631478256599	0	DOWN_pEhEx_UP_UmasM
EHI_006740A	0.584753068672166	1.02426943532314	0.391924420792133	1	11	25	18	6	1.7423957121702	2.51835190945856	1.84468194812282	0.945586889625537	0	DOWN_pEhEx_UP_UmasM
EHI_006750A	0.80191613691303	0.647107634128246	0.261199421351605	1	9	19	12	4	1.42559649177562	1.91394745118851	1.22978796541521	0.630391259750358	0	DOWN_pEhEx_UP_UmasM
EHI_006760A	0.291554845783749	0.656986143373428	0.759783145272149	1	9	15	15	5	1.42559649177562	1.51101114567514	1.53723495676902	0.787989074687948	0	DOWN_pEhEx_UP_UmasM
EHI_006800A	0.205352192498508	0.301041683005019	0.899600118834396	1	4	14	10	5	0.633598440789164	1.41027706929679	1.02482330451268	0.787989074687948	0	DOWN_pEhEx_UP_UmasM
EHI_006810A	0.38009764278591	6.58175117807091	0.627450516398114	1	242	1763	699	599	38.3327056677444	177.594176655018	71.6351489854362	94.4010911476161	0	DOWN_pEhEx_UP_UmasM
EHI_006830A	0.27038660401992	4.18417522434476	0.634666273654039	1	134	179	195	79	21.225547766437	18.0313996717233	19.9840544379972	12.4502273800696	0	DOWN_pEhEx_UP_UmasM
EHI_006840A	-0.638460973987771	5.91746475672198	0.37587103144238	1	141	712	521	592	22.334345037818	71.7226623813798	53.3932941651105	93.297906443053	0	UP_pEhEx_DOWN_UmasM
EHI_006860A	-0.0546035921153945	10.9938427618188	0.92743905291133	1	16790	13317	18866	14098	2659.52945521251	1341.47569513039	1933.43164629362	2221.81399499014	0	UP_pEhEx_DOWN_UmasM
EHI_006880A	-0.405374587418196	3.23802869611447	0.495826535375645	1	35	101	106	64	5.54398635690518	10.1741417142126	10.8631270278344	10.0862601560057	0	UP_pEhEx_DOWN_UmasM
EHI_006885A	1.8039013943906	3.71691236709208	0.101017582429756	1	152	160	105	4	24.0767407499882	16.1174522205348	10.7606446973831	0.630391259750358	0	DOWN_pEhEx_UP_UmasM
EHI_006900A	-0.51619933184085	5.17717380242514	0.387590530777125	1	126	388	354	307	19.9583508848587	39.0848216347969	36.2787449797488	48.38252918584	0	UP_pEhEx_DOWN_UmasM
EHI_006920A	0.17578756403719	2.27832163293355	0.772995488958543	1	36	41	47	24	5.70238596710247	4.13009713151204	4.81666953120959	3.78234755850215	0	DOWN_pEhEx_UP_UmasM
EHI_006930A	0.0736085202045562	4.11759558201765	0.911248671333662	1	153	109	176	97	24.2351403601855	10.9800143252393	18.0368901594231	15.2869880489462	0	DOWN_pEhEx_UP_UmasM
EHI_006940A	-0.542662612238885	4.41945764777078	0.45144406659193	1	50	262	204	186	7.91998050986455	26.3923280111257	20.9063954120586	29.3131935783917	0	UP_pEhEx_DOWN_UmasM
EHI_006960A	-0.827649026970891	1.36792495316058	0.296102857197553	1	4	26	25	22	0.633598440789164	2.6190859858369	2.5620582612817	3.46715192862697	0	UP_pEhEx_DOWN_UmasM
EHI_006970A	-0.834247320149966	0.698216054275135	0.264897811557604	1	3	14	15	13	0.475198830591873	1.41027706929679	1.53723495676902	2.04877159418866	0	UP_pEhEx_DOWN_UmasM
EHI_006980A	-0.459000589894246	9.5786283415367	0.407000081519403	1	3698	6967	7208	6544	585.761758509582	701.814310127912	738.692637892738	1031.32010095159	0	UP_pEhEx_DOWN_UmasM
EHI_007000A	0.255029685178904	4.81344764587217	0.667793321338348	1	252	207	262	152	39.9167017697173	20.8519538103169	26.8503705782322	23.9548678705136	0	DOWN_pEhEx_UP_UmasM
EHI_007020A	-0.209938168110934	1.56964797161982	0.768712951666722	1	16	25	32	16	2.53439376315665	2.51835190945856	3.27943457444057	2.52156503900143	0	UP_pEhEx_DOWN_UmasM
EHI_007030A	-0.437144424208689	3.60594711503501	0.423621631057703	1	67	96	140	83	10.6127738832185	9.67047133232087	14.3475262631775	13.0806186398199	0	UP_pEhEx_DOWN_UmasM
EHI_007140A	-0.763456326919707	2.20748257404017	0.296731464857105	1	9	49	45	41	1.42559649177562	4.93596974253878	4.61170487030705	6.46151041244117	0	UP_pEhEx_DOWN_UmasM
EHI_007150A	0.145554631225282	4.62966903768678	0.801099747209697	1	208	185	225	149	32.9471189210365	18.6358041299933	23.0585243515353	23.4820744257008	0	DOWN_pEhEx_UP_UmasM
EHI_007260A	1.10911539847939	2.27427773316608	0.316393020950688	1	6	113	18	25	0.950397661183746	11.3829506307527	1.84468194812282	3.93994537343974	0	DOWN_pEhEx_UP_UmasM
EHI_007270A	-0.0120981980943748	1.42897855669239	1	1	12	29	29	12	1.90079532236749	2.92128821497193	2.97198758308677	1.89117377925107	0	UP_pEhEx_DOWN_UmasM
EHI_007310A	-0.197402400699466	2.87962793706494	0.746040216190792	1	49	55	67	53	7.76158089966726	5.54037420080883	6.86631614023494	8.35268419169225	0	UP_pEhEx_DOWN_UmasM
EHI_007320A	-0.156969115806297	2.62241563743116	0.825462500899796	1	21	77	38	55	3.32639181414311	7.75652388113236	3.89432855714818	8.66787982156742	0	UP_pEhEx_DOWN_UmasM
EHI_007330A	-0.230331615328941	7.863570948241	0.671414248219516	1	1498	1896	2182	1769	237.282616075542	190.991808813337	223.616445044666	278.790534624596	0	UP_pEhEx_DOWN_UmasM
EHI_007340A	-0.335653345189659	1.01539435649036	0.678772674962288	1	11	14	16	15	1.7423957121702	1.41027706929679	1.63971728722028	2.36396722406384	0	UP_pEhEx_DOWN_UmasM
EHI_007350A	0.338366345790231	9.76761541213532	0.616707610683538	1	9191	4870	7372	4974	1455.8508173233	490.574951962528	755.499740086746	783.89153149957	0	DOWN_pEhEx_UP_UmasM
EHI_007360A	0.385099469764468	4.88898090581736	0.497002412048689	1	258	256	277	143	40.8670994309011	25.7879235528557	28.3876055350012	22.5364875360753	0	DOWN_pEhEx_UP_UmasM
EHI_007460A	-0.135225141195653	4.00423148818165	0.828626598366424	1	61	202	178	94	9.66237622203475	20.3482834284252	18.2418548203257	14.8141946041334	0	UP_pEhEx_DOWN_UmasM
EHI_007480A	-0.120180353382686	4.67155349521944	0.828754928113939	1	165	221	241	177	26.135935682553	22.2622308796137	24.6982416387555	27.8948132439533	0	UP_pEhEx_DOWN_UmasM
EHI_007490A	0.125395475769875	1.98936420069777	0.883279225755508	1	14	54	27	28	2.21759454276207	5.43964012443049	2.76702292218423	4.41273881825251	0	DOWN_pEhEx_UP_UmasM
EHI_007500A	0.187567022259505	4.29522109226755	0.736364529242782	1	142	187	198	101	22.4927446480153	18.83727228275	20.291501429351	15.9173793086965	0	DOWN_pEhEx_UP_UmasM
EHI_007510A	0.629106925297545	11.9641798853905	0.34334760472421	1	43692	27648	37214	15620	6920.79576874003	2785.09574370841	3813.77744541348	2461.67786932515	0	DOWN_pEhEx_UP_UmasM
EHI_007620A	0.696744358073022	9.94154336985805	0.304069220384011	1	11192	6545	8869	3753	1772.80843732808	659.304529896251	908.915788772294	591.464599460774	0	DOWN_pEhEx_UP_UmasM
EHI_007630A	0.833828986654173	4.24567330759452	0.249307083602848	1	209	149	188	48	33.1055185312338	15.009377380373	19.2666781248384	7.5646951170043	0	DOWN_pEhEx_UP_UmasM
EHI_007640A	0.334074632499337	2.05740739618319	0.689964903156061	1	40	25	15	35	6.33598440789164	2.51835190945856	1.53723495676902	5.51592352281563	0	DOWN_pEhEx_UP_UmasM
EHI_007760A	0.183093907442265	0.267410194477412	0.8960687067049	1	8	8	7	7	1.26719688157833	0.805872611026739	0.717376313158875	1.10318470456313	0	DOWN_pEhEx_UP_UmasM
EHI_007770A	0.192333546674979	6.56991098821963	0.752161980364268	1	859	657	1032	451	136.065265159473	66.182288180571	105.761765025708	71.0766145368529	0	DOWN_pEhEx_UP_UmasM
EHI_007920A	-0.275975498506256	2.88210193373681	0.638665123138018	1	30	80	83	45	4.75198830591873	8.05872611026739	8.50603342745523	7.09190167219153	0	UP_pEhEx_DOWN_UmasM
EHI_007930A	-0.418716609380542	4.46220908053204	0.577588635808831	1	49	292	201	186	7.76158089966726	29.414350302476	20.5989484207048	29.3131935783917	0	UP_pEhEx_DOWN_UmasM
EHI_007940A	-0.799489744207089	6.23311347306324	0.231891716598761	1	173	813	884	634	27.4031325641313	81.8968040955924	90.5943801189207	99.9170146704318	0	UP_pEhEx_DOWN_UmasM
EHI_007950A	0.167983784644156	0.563874837560921	0.82199887677941	1	9	12	13	6	1.42559649177562	1.20880891654011	1.33227029586648	0.945586889625537	0	DOWN_pEhEx_UP_UmasM
EHI_007970A	-0.248358118419274	2.23901953957072	0.661722542587318	1	20	49	43	34	3.16799220394582	4.93596974253878	4.40674020940452	5.35832570787804	0	UP_pEhEx_DOWN_UmasM
EHI_007980A	-0.00229867034092488	1.75252217221554	1	1	17	35	13	32	2.69279337335395	3.52569267324198	1.33227029586648	5.04313007800287	0	UP_pEhEx_DOWN_UmasM
EHI_007990A	-0.0256780295635022	3.19386877820614	0.985592133137151	1	68	69	92	54	10.7711734934158	6.95065127010563	9.42837440151664	8.51028200662983	0	UP_pEhEx_DOWN_UmasM
EHI_008000A	0.206708178744563	0.808201021748109	0.775182181040114	1	11	15	16	7	1.7423957121702	1.51101114567514	1.63971728722028	1.10318470456313	0	DOWN_pEhEx_UP_UmasM
EHI_008010A	0.200170860567555	10.9261069159387	0.752158416518441	1	18552	12131	18777	10769	2938.62956838014	1222.00508054567	1924.31071888346	1697.1708690629	0	DOWN_pEhEx_UP_UmasM
EHI_008020A	0.372407123220475	0.99817432443777	0.65694595802868	1	15	16	9	14	2.37599415295936	1.61174522205348	0.92234097406141	2.20636940912625	0	DOWN_pEhEx_UP_UmasM
EHI_008030A	-0.419144448876036	3.72837331619036	0.449081982423616	1	64	120	140	98	10.1375750526266	12.0880891654011	14.3475262631775	15.4445858638838	0	UP_pEhEx_DOWN_UmasM
EHI_008040A	0.80056378367174	3.24791678141794	0.372357600687719	1	20	200	53	51	3.16799220394582	20.1468152756685	5.43156351391719	8.03748856181707	0	DOWN_pEhEx_UP_UmasM
EHI_008070A	0.832408236448022	0.411997112673739	0.33494202773599	1	5	19	10	3	0.791998050986455	1.91394745118851	1.02482330451268	0.472793444812769	0	DOWN_pEhEx_UP_UmasM
EHI_008080A	-0.171812660604818	1.22507402122814	0.824900986846775	1	12	20	19	16	1.90079532236749	2.01468152756685	1.94716427857409	2.52156503900143	0	UP_pEhEx_DOWN_UmasM
EHI_008090A	-0.102703989815422	5.7161689794337	0.84690797728064	1	282	558	527	345	44.668690075636	56.2096146191151	54.0081881478181	54.3712461534684	0	UP_pEhEx_DOWN_UmasM
EHI_008100A	0.311769000756465	1.51072941553153	0.624845756565565	1	18	29	25	13	2.85119298355124	2.92128821497193	2.5620582612817	2.04877159418866	0	DOWN_pEhEx_UP_UmasM
EHI_008110A	-0.511933849475843	1.02314167357078	0.488466160529565	1	6	19	17	16	0.950397661183746	1.91394745118851	1.74219961767155	2.52156503900143	0	UP_pEhEx_DOWN_UmasM
EHI_008120A	0.144750373362698	3.67653468439332	0.848293874181817	1	42	194	129	67	6.65278362828622	19.5424108173984	13.2202206282135	10.5590536008185	0	DOWN_pEhEx_UP_UmasM
EHI_008130A	1.48260773041811	2.95675678136616	0.0800349198312068	1	91	78	64	8	14.4143645279535	7.85725795751071	6.55886914888114	1.26078251950072	0	DOWN_pEhEx_UP_UmasM
