logFC	logCPM	PValue	FDR	CmasM_1	CmasM_2	pEhEx_1	pEhEx_2	CmasM_1	CmasM_2	pEhEx_1	pEhEx_2	DE	Regulation
EHI_108660A	0.305842765328325	0.19704105338073	0.903311510116595	1	4	10	4	9	0.621789785745857	1.34371590874382	0.381090361855049	1.3028792417021	0	DOWN_pEhEx_UP_CmasM
EHI_108700A	-0.59337354167477	0.446485116994719	0.5028595802382	1	7	5	14	9	1.08813212505525	0.671857954371909	1.33381626649267	1.3028792417021	0	UP_pEhEx_DOWN_CmasM
EHI_108710A	0.117823743444042	9.11215498036059	0.785597004514549	1	3973	3973	5953	3412	617.592704692073	533.858330543919	567.157731030777	493.935996965287	0	DOWN_pEhEx_UP_CmasM
EHI_109120A	0.039957512769923	4.29975273219819	0.931092062009885	1	116	159	196	136	18.0319037866299	21.3650829490267	18.6734277308974	19.6879529857207	0	DOWN_pEhEx_UP_CmasM
EHI_109680A	0.0361921390353425	3.23085234898783	0.957069749390238	1	83	42	120	45	12.9021380542265	5.64360681672403	11.4327108556515	6.51439620851052	0	DOWN_pEhEx_UP_CmasM
EHI_109830A	0.244376154543198	1.20869144316126	0.737996085793323	1	16	15	25	9	2.48715914298343	2.01557386311573	2.38181476159406	1.3028792417021	0	DOWN_pEhEx_UP_CmasM
EHI_109840A	-0.272665649515838	1.07153744964405	0.690319291035374	1	12	11	21	14	1.86536935723757	1.4780874996182	2.00072439973901	2.02670104264772	0	UP_pEhEx_DOWN_CmasM
EHI_109980A	-0.2874208978568	0.473736869344519	0.798620461484435	1	7	7	10	11	1.08813212505525	0.940601136120672	0.952725904637623	1.59240796208035	0	UP_pEhEx_DOWN_CmasM
EHI_110010A	-0.266709852730561	4.09703901929783	0.535344498974357	1	86	128	217	111	13.3684803935359	17.1995636319209	20.6741521306364	16.0688439809926	0	UP_pEhEx_DOWN_CmasM
EHI_110160A	0.0765141990423206	2.05630321553403	0.86713623367524	1	23	33	43	24	3.57529126803868	4.4342624988546	4.09672138994178	3.47434464453895	0	DOWN_pEhEx_UP_CmasM
EHI_110180A	-0.179383094004315	6.26037079139	0.780375363207528	1	244	784	521	779	37.9291769304973	105.347327245515	49.6370196316202	112.771436587327	0	UP_pEhEx_DOWN_CmasM
EHI_110190A	0.184472454611367	2.97766546713505	0.695727779377681	1	49	64	74	50	7.61692487538675	8.59978181596043	7.05017169431841	7.23821800945614	0	DOWN_pEhEx_UP_CmasM
EHI_110220A	0.0615564986778186	0.23756886462228	0.999999999999999	1	8	5	11	5	1.24357957149171	0.671857954371909	1.04799849510139	0.723821800945614	0	DOWN_pEhEx_UP_CmasM
EHI_110250A	0.113527723248646	2.71207998183523	0.837851989929172	1	40	51	52	50	6.21789785745857	6.85295113459347	4.95417470411564	7.23821800945614	0	DOWN_pEhEx_UP_CmasM
EHI_110320A	-0.109800670987228	5.67336612240464	0.801362103440624	1	371	298	469	420	57.6710026279283	40.0427340805658	44.6828449275045	60.8010312794316	0	UP_pEhEx_DOWN_CmasM
EHI_110340A	-0.0244308357993409	11.9358252166087	0.955876963582867	1	21429	33025	40259	28086	3331.08332968699	4437.62178862646	3835.57921948061	4065.8518202717	0	UP_pEhEx_DOWN_CmasM
EHI_110350A	-0.207238425886339	3.69816747928129	0.639997923637723	1	81	82	111	116	12.5912431613536	11.0184704516993	10.5752575414776	16.7926657819382	0	UP_pEhEx_DOWN_CmasM
EHI_110400A	-0.207627359166327	11.2612257206316	0.640201572100105	1	12835	19057	25047	19859	1995.16797501202	2560.71940729309	2386.29257334586	2874.87542899579	0	UP_pEhEx_DOWN_CmasM
EHI_110410A	-0.652787812167588	0.291674468774421	0.556633560984125	1	8	2	15	6	1.24357957149171	0.268743181748764	1.42908885695644	0.868586161134737	0	UP_pEhEx_DOWN_CmasM
EHI_110420A	-0.193161743622265	2.12148428207691	0.732625735909997	1	23	30	35	38	3.57529126803868	4.03114772623145	3.33454066623168	5.50104568718666	0	UP_pEhEx_DOWN_CmasM
EHI_110430A	-0.226153577570968	1.37977630473431	0.683133918374401	1	14	16	31	14	2.1762642501105	2.14994545399011	2.95345030437663	2.02670104264772	0	UP_pEhEx_DOWN_CmasM
EHI_110470A	-0.0924492993348909	1.87457072798523	0.904061282583157	1	18	28	32	28	2.79805403585636	3.76240454448269	3.04872289484039	4.05340208529544	0	UP_pEhEx_DOWN_CmasM
EHI_110490A	-0.287927837406601	1.92318268683371	0.613241187861493	1	22	22	50	20	3.41984382160222	2.9561749992364	4.76362952318812	2.89528720378246	0	UP_pEhEx_DOWN_CmasM
EHI_110510A	0.113132137068853	4.12326631702272	0.819351969009531	1	99	151	225	79	15.38929719721	20.2901102220316	21.4363328543465	11.4363844549407	0	DOWN_pEhEx_UP_CmasM
EHI_110520A	-0.220502293050172	7.89538821814279	0.667043404435974	1	1723	1277	1918	2275	267.835950210028	171.592521546586	182.732828509496	329.338919430254	0	UP_pEhEx_DOWN_CmasM
EHI_110530A	-0.195783724179928	1.73527602793011	0.73825778788543	1	15	25	23	31	2.33171169654696	3.35928977185954	2.19126958066653	4.48769516586281	0	UP_pEhEx_DOWN_CmasM
EHI_110610A	0.0527521592232335	3.7480725920851	0.908424868052735	1	103	81	151	79	16.0110869829558	10.8840988608249	14.3861611600281	11.4363844549407	0	DOWN_pEhEx_UP_CmasM
EHI_110630A	0.446888979000582	0.265545621049418	0.64679068733256	1	10	5	13	2	1.55447446436464	0.671857954371909	1.23854367602891	0.289528720378246	0	DOWN_pEhEx_UP_CmasM
EHI_110670A	0.183475125842732	3.78810406191371	0.655899567447351	1	95	105	149	77	14.7675074114641	14.1090170418101	14.1956159791006	11.1468557345625	0	DOWN_pEhEx_UP_CmasM
EHI_110680A	0.430260183474403	0.360012806603576	0.680558628657904	1	13	3	12	4	2.02081680367404	0.403114772623145	1.14327108556515	0.579057440756491	0	DOWN_pEhEx_UP_CmasM
EHI_110690A	-0.0937504315814412	5.42960069627361	0.8201188756745	1	300	270	408	343	46.6342339309393	36.2803295360831	38.871216909215	49.6541755448691	0	UP_pEhEx_DOWN_CmasM
EHI_110720A	0.109940267178537	8.10513920824819	0.795080053590294	1	1936	2011	2641	1918	300.946256300995	270.221269248382	251.614911414796	277.658042842737	0	DOWN_pEhEx_UP_CmasM
EHI_110790A	0.255069235356734	3.14550313318815	0.604671345982626	1	45	87	97	44	6.9951350896409	11.6903284060712	9.24144127498495	6.3696318483214	0	DOWN_pEhEx_UP_CmasM
EHI_110810A	-0.00847069718769228	5.08448181145062	0.982774640124711	1	228	236	328	251	35.4420177875139	31.7116954463541	31.249409672114	36.3358544074698	0	UP_pEhEx_DOWN_CmasM
EHI_110830A	0.104132378168591	1.77816190815192	0.862141845860973	1	28	17	35	19	4.352528500221	2.28431704486449	3.33454066623168	2.75052284359333	0	DOWN_pEhEx_UP_CmasM
EHI_110950A	0.185210004903833	1.83904386130691	0.740463623640913	1	24	25	32	22	3.73073871447514	3.35928977185954	3.04872289484039	3.1848159241607	0	DOWN_pEhEx_UP_CmasM
EHI_110980A	-0.224247835913343	2.84157306307967	0.628189286692618	1	36	53	83	48	5.59610807171272	7.12169431634223	7.90762500849227	6.94868928907789	0	UP_pEhEx_DOWN_CmasM
EHI_111000A	-0.0490237540274159	3.80457357826277	0.923626301777256	1	102	83	163	85	15.8556395365194	11.1528420425737	15.5294322455933	12.3049706160754	0	UP_pEhEx_DOWN_CmasM
EHI_111020A	-0.0782324711743791	4.30432164190252	0.857014392130823	1	110	155	230	125	17.0992191080111	20.8275965855292	21.9126958066653	18.0955450236403	0	UP_pEhEx_DOWN_CmasM
EHI_111080A	-0.010525961212628	2.02801395887893	1	1	24	29	45	23	3.73073871447514	3.89677613535707	4.28726657086931	3.32958028434982	0	UP_pEhEx_DOWN_CmasM
EHI_111580A	-0.0123825344516694	-0.0331653491372293	1	1	0	10	14	0	0	1.34371590874382	1.33381626649267	0	0	UP_pEhEx_DOWN_CmasM
EHI_111610A	-0.141636647976928	5.40525294583411	0.730345993468715	1	275	278	386	357	42.7480477700277	37.3553022630781	36.7752199190123	51.6808765875168	0	UP_pEhEx_DOWN_CmasM
EHI_111740A	0.148053195570203	1.29943666398417	0.795974202348172	1	17	15	20	16	2.64260658941989	2.01557386311573	1.90545180927525	2.31622976302596	0	DOWN_pEhEx_UP_CmasM
EHI_111770A	-0.179785470755798	3.43377770908309	0.727118399830336	1	43	97	124	73	6.68424019676797	13.034044314815	11.8138012175065	10.567798293806	0	UP_pEhEx_DOWN_CmasM
EHI_111810A	-0.323291867776272	1.23167655338367	0.618951971671852	1	9	17	15	23	1.39902701792818	2.28431704486449	1.42908885695644	3.32958028434982	0	UP_pEhEx_DOWN_CmasM
EHI_111830A	0.129179857694238	2.74913338285548	0.785130909514039	1	50	43	63	44	7.77237232182322	5.77797840759842	6.00217319921703	6.3696318483214	0	DOWN_pEhEx_UP_CmasM
EHI_111850A	-0.0801275383502929	3.57070698717958	0.87879119992721	1	86	69	129	80	13.3684803935359	9.27163977033234	12.2901641698253	11.5811488151298	0	UP_pEhEx_DOWN_CmasM
EHI_111980A	0.236111471463128	11.7607678846268	0.58756665553333	1	26815	24842	32707	22499	4168.32327619379	3338.05906050139	3116.08061629827	3257.05333989507	0	DOWN_pEhEx_UP_CmasM
EHI_111990A	0.247867200179727	8.91484220375967	0.569751623017416	1	3402	3860	5209	2665	528.832212776852	518.674340775114	496.274923725738	385.797019904012	0	DOWN_pEhEx_UP_CmasM
EHI_112010A	0.391443987486677	0.913167982865444	0.59470988724295	1	10	16	21	5	1.55447446436464	2.14994545399011	2.00072439973901	0.723821800945614	0	DOWN_pEhEx_UP_CmasM
EHI_112060A	0.165864272807883	1.06573746961376	0.777198527757761	1	14	13	22	9	2.1762642501105	1.74683068136696	2.09599699020277	1.3028792417021	0	DOWN_pEhEx_UP_CmasM
EHI_112820A	0.0459287867887921	3.21394893649664	0.918709548906621	1	61	66	98	58	9.48229423262432	8.8685249977092	9.33671386544871	8.39633289096912	0	DOWN_pEhEx_UP_CmasM
EHI_112840A	0.240078325805002	0.559245204395008	0.835202547764947	1	13	5	14	6	2.02081680367404	0.671857954371909	1.33381626649267	0.868586161134737	0	DOWN_pEhEx_UP_CmasM
EHI_112890A	-0.209282042440517	2.09781204387314	0.659899046029	1	21	31	45	30	3.26439637516575	4.16551931710583	4.28726657086931	4.34293080567368	0	UP_pEhEx_DOWN_CmasM
EHI_112990A	-0.0142272007815704	7.553738290597	0.97877842671886	1	749	1912	1945	1325	116.430137380912	256.918481751818	185.305188452018	191.812777250588	0	UP_pEhEx_DOWN_CmasM
EHI_113410A	-0.0462454495612669	0.578564499794384	1	1	6	11	9	12	0.932684678618786	1.4780874996182	0.857453314173861	1.73717232226947	0	UP_pEhEx_DOWN_CmasM
EHI_113420A	0.0855934474360967	4.68270135797658	0.869687785428176	1	110	262	294	147	17.0992191080111	35.205356809088	28.0101415963461	21.280360947801	0	DOWN_pEhEx_UP_CmasM
EHI_113690A	-0.0336129607804996	4.25491733011738	0.944004596625395	1	94	168	201	131	14.6120599650276	22.5744272668961	19.1497906832162	18.9641311847751	0	UP_pEhEx_DOWN_CmasM
EHI_113980A	-0.252128574320683	3.43610139512684	0.567211667284699	1	52	83	105	90	8.08326721469614	11.1528420425737	10.003621998695	13.028792417021	0	UP_pEhEx_DOWN_CmasM
EHI_114150A	0.210747959163831	2.95920555870958	0.636171333654771	1	45	68	75	47	6.9951350896409	9.13726817945796	7.14544428478218	6.80392492888877	0	DOWN_pEhEx_UP_CmasM
EHI_114330A	0.222374594547809	7.47284247129011	0.617497702573698	1	996	1691	1819	1065	154.825656650718	227.22236016858	173.300842053584	154.174043601416	0	DOWN_pEhEx_UP_CmasM
EHI_114360A	-0.52564456950771	0.895239058012298	0.556439701286582	1	8	10	29	6	1.24357957149171	1.34371590874382	2.76290512344911	0.868586161134737	0	UP_pEhEx_DOWN_CmasM
EHI_114400A	0.0431807673789398	8.81031924080943	0.920423229100015	1	2651	3711	4748	2981	412.091180503067	498.652973734831	452.354259521944	431.542557723775	0	DOWN_pEhEx_UP_CmasM
EHI_114430A	0.0375251715117194	1.09914345963133	1	1	7	20	26	8	1.08813212505525	2.68743181748764	2.47708735205782	1.15811488151298	0	DOWN_pEhEx_UP_CmasM
EHI_114440A	-0.00389712572777519	1.75564363812272	1	1	13	31	35	20	2.02081680367404	4.16551931710583	3.33454066623168	2.89528720378246	0	UP_pEhEx_DOWN_CmasM
EHI_115280A	-0.0404256474785004	6.33407657263432	0.918920362265276	1	518	581	879	548	80.5217772540885	78.0698942980158	83.7446070176471	79.3308693836393	0	UP_pEhEx_DOWN_CmasM
EHI_115320A	-0.0839546992768412	3.56696347116486	0.86769666476524	1	88	66	117	88	13.6793752864089	8.8685249977092	11.1468930842602	12.7392636966428	0	UP_pEhEx_DOWN_CmasM
EHI_115340A	0.508961923351929	0.44262023545424	0.520357674868129	1	11	7	10	6	1.70992191080111	0.940601136120672	0.952725904637623	0.868586161134737	0	DOWN_pEhEx_UP_CmasM
EHI_115380A	0.0637314915943699	2.80649450597169	0.897182423997106	1	50	45	77	40	7.77237232182322	6.04672158934718	7.3359894657097	5.79057440756491	0	DOWN_pEhEx_UP_CmasM
EHI_115500A	0.246579454936408	1.80765375876448	0.638781142957143	1	24	25	40	14	3.73073871447514	3.35928977185954	3.81090361855049	2.02670104264772	0	DOWN_pEhEx_UP_CmasM
EHI_116360A	0.184763075738714	14.4942740917008	0.681767006769776	1	129786	215325	242646	138762	20174.902283203	28933.5628050263	23117.5129856701	20087.7921485631	0	DOWN_pEhEx_UP_CmasM
EHI_117260A	0.0610991733094987	1.00691874067423	0.925723253151422	1	11	14	23	8	1.70992191080111	1.88120227224134	2.19126958066653	1.15811488151298	0	DOWN_pEhEx_UP_CmasM
EHI_117470A	-0.0977610438283913	9.00852528427418	0.832531175897784	1	3715	3105	4726	4243	577.487263511465	417.223789664955	450.258262531741	614.235180282448	0	UP_pEhEx_DOWN_CmasM
EHI_117590A	0.376041630649864	1.20061333086229	0.506956680806259	1	18	14	23	9	2.79805403585636	1.88120227224134	2.19126958066653	1.3028792417021	0	DOWN_pEhEx_UP_CmasM
EHI_117600A	0.032699312071411	1.86531915702936	1	1	17	31	30	27	2.64260658941989	4.16551931710583	2.85817771391287	3.90863772510631	0	DOWN_pEhEx_UP_CmasM
EHI_117670A	-0.0777251621322033	2.20064905867168	0.920442058516726	1	24	35	52	27	3.73073871447514	4.70300568060336	4.95417470411564	3.90863772510631	0	UP_pEhEx_DOWN_CmasM
EHI_117690A	0.742609504748336	0.181363052131178	0.578408445189986	1	10	5	13	0	1.55447446436464	0.671857954371909	1.23854367602891	0	0	DOWN_pEhEx_UP_CmasM
EHI_117800A	0.190220188666086	0.674086848219457	0.807939808382574	1	8	12	14	8	1.24357957149171	1.61245909049258	1.33381626649267	1.15811488151298	0	DOWN_pEhEx_UP_CmasM
EHI_117840A	0.35715914173069	1.06774793701709	0.562336588937892	1	11	18	16	12	1.70992191080111	2.41868863573887	1.5243614474202	1.73717232226947	0	DOWN_pEhEx_UP_CmasM
EHI_117880A	0.200369872920499	5.78221405086417	0.738738949136317	1	247	586	312	500	38.3955192698067	78.7417522523877	29.7250482246939	72.3821800945614	0	DOWN_pEhEx_UP_CmasM
EHI_117900A	0.0479816800376581	2.64262985302293	0.961556522710472	1	41	43	96	17	6.37334530389504	5.77797840759842	9.14616868452118	2.46099412321509	0	DOWN_pEhEx_UP_CmasM
EHI_117910A	0.10951474862056	2.58360692138151	0.792160403480646	1	37	46	68	31	5.75155551814918	6.18109318022156	6.47853615153584	4.48769516586281	0	DOWN_pEhEx_UP_CmasM
EHI_117920A	-0.0382483894940489	7.98654439911892	0.929758723822244	1	1665	1795	2351	2000	258.819998316713	241.197005619515	223.985860180305	289.528720378246	0	UP_pEhEx_DOWN_CmasM
EHI_117950A	-0.317079171989824	0.955930804183309	0.645448663404403	1	6	15	22	11	0.932684678618786	2.01557386311573	2.09599699020277	1.59240796208035	0	UP_pEhEx_DOWN_CmasM
EHI_117970A	0.000443728711800011	2.53772232119853	1	1	28	50	63	35	4.352528500221	6.71857954371909	6.00217319921703	5.0667526066193	0	DOWN_pEhEx_UP_CmasM
EHI_117980A	0.0298688979557977	2.17375771250361	0.961629433046641	1	26	34	54	22	4.04163360734807	4.56863408972898	5.14471988504317	3.1848159241607	0	DOWN_pEhEx_UP_CmasM
EHI_118030A	0.129398246961969	1.04695334638907	0.861106035907037	1	16	10	22	9	2.48715914298343	1.34371590874382	2.09599699020277	1.3028792417021	0	DOWN_pEhEx_UP_CmasM
EHI_118090A	-0.144263716393015	0.930685903823168	0.89361230883822	1	10	12	6	21	1.55447446436464	1.61245909049258	0.571635542782574	3.04005156397158	0	UP_pEhEx_DOWN_CmasM
EHI_118160A	-0.219628543387056	7.61231842734882	0.609483879639927	1	1003	1527	2200	1457	155.913788775774	205.185419265181	209.599699020277	210.921672795552	0	UP_pEhEx_DOWN_CmasM
EHI_118180A	0.0805952853653591	3.01770664404962	0.865622972846253	1	52	60	91	45	8.08326721469614	8.06229545246291	8.66980573220237	6.51439620851052	0	DOWN_pEhEx_UP_CmasM
EHI_118440A	0.0699090678885841	4.85160291289789	0.864611613534673	1	200	205	284	199	31.0894892872929	27.5461761292483	27.0574156917085	28.8081076776354	0	DOWN_pEhEx_UP_CmasM
EHI_118480A	0.273203270025401	1.35368924779018	0.618493399220344	1	18	17	25	12	2.79805403585636	2.28431704486449	2.38181476159406	1.73717232226947	0	DOWN_pEhEx_UP_CmasM
EHI_118600A	-0.734180170462754	0.792409190596006	0.757876833056595	1	15	0	0	27	2.33171169654696	0	0	3.90863772510631	0	UP_pEhEx_DOWN_CmasM
EHI_118710A	-0.0132149421575688	0.809645018070043	1	1	10	10	30	0	1.55447446436464	1.34371590874382	2.85817771391287	0	0	UP_pEhEx_DOWN_CmasM
EHI_118800A	0.297130286298866	1.44487443318215	0.56374686407251	1	17	21	25	14	2.64260658941989	2.82180340836202	2.38181476159406	2.02670104264772	0	DOWN_pEhEx_UP_CmasM
EHI_118810A	0.165857736086455	4.29343390865113	0.70767885649476	1	133	151	233	98	20.6745103760498	20.2901102220316	22.1985135780566	14.186907298534	0	DOWN_pEhEx_UP_CmasM
EHI_118840A	0.221535908905015	8.00923988120065	0.606198119952617	1	1995	1817	2417	1693	310.117655640746	244.153180618752	230.273851150914	245.086061800185	0	DOWN_pEhEx_UP_CmasM
EHI_118850A	0.188785654543129	2.08814518791717	0.692369138906024	1	29	30	39	26	4.50797594665747	4.03114772623145	3.71563102808673	3.76387336491719	0	DOWN_pEhEx_UP_CmasM
EHI_118880A	0.224597198293138	0.959837782989687	0.791745806860625	1	16	9	20	8	2.48715914298343	1.20934431786944	1.90545180927525	1.15811488151298	0	DOWN_pEhEx_UP_CmasM
EHI_118900A	-0.000382844070903441	4.84120874557116	1	1	157	241	330	175	24.4052490905249	32.383553400726	31.4399548530416	25.3337630330965	0	UP_pEhEx_DOWN_CmasM
EHI_119260A	0.41073123161298	1.20091422007587	0.536455011679461	1	21	11	20	11	3.26439637516575	1.4780874996182	1.90545180927525	1.59240796208035	0	DOWN_pEhEx_UP_CmasM
EHI_119300A	-0.0901033088203963	3.55143004905275	0.860501790030246	1	73	81	144	68	11.3476635898619	10.8840988608249	13.7192530267818	9.84397649286035	0	UP_pEhEx_DOWN_CmasM
EHI_119320A	-0.0337000461395893	1.94733959716422	1	1	27	22	48	18	4.19708105378454	2.9561749992364	4.57308434226059	2.60575848340421	0	UP_pEhEx_DOWN_CmasM
EHI_119330A	0.0342075018160121	3.97889011035202	0.938341159592642	1	100	118	171	99	15.5447446436464	15.855847723177	16.2916129693034	14.3316716587232	0	DOWN_pEhEx_UP_CmasM
EHI_119350A	0.123588075484381	3.11895192179024	0.784671237042183	1	57	65	83	57	8.86050444687847	8.73415340683482	7.90762500849227	8.25156853078	0	DOWN_pEhEx_UP_CmasM
EHI_119520A	-0.359232284641652	0.808136962676311	0.563970277972591	1	9	9	17	12	1.39902701792818	1.20934431786944	1.61963403788396	1.73717232226947	0	UP_pEhEx_DOWN_CmasM
EHI_119550A	0.285108651946622	2.9202186189368	0.591109875094185	1	34	80	73	43	5.28521317883979	10.7497272699505	6.95489910385465	6.22486748813228	0	DOWN_pEhEx_UP_CmasM
EHI_119560A	-0.0209349332565207	1.54475799983188	1	1	23	13	37	12	3.57529126803868	1.74683068136696	3.52508584715921	1.73717232226947	0	UP_pEhEx_DOWN_CmasM
EHI_119580A	0.0256170837761515	1.93426067017539	1	1	23	27	39	23	3.57529126803868	3.62803295360831	3.71563102808673	3.32958028434982	0	DOWN_pEhEx_UP_CmasM
EHI_119600A	0.0450042330324688	1.48674181151616	0.940305716956778	1	17	19	32	13	2.64260658941989	2.55306022661325	3.04872289484039	1.8819366824586	0	DOWN_pEhEx_UP_CmasM
EHI_119610A	0.294402564203343	0.308103239966626	0.784061635007752	1	8	7	7	8	1.24357957149171	0.940601136120672	0.666908133246336	1.15811488151298	0	DOWN_pEhEx_UP_CmasM
EHI_119620A	0.161812538967503	3.03221700329245	0.761702683077159	1	40	78	71	57	6.21789785745857	10.4809840882018	6.76435392292713	8.25156853078	0	DOWN_pEhEx_UP_CmasM
EHI_119910A	-0.136292635994353	4.89671292624721	0.750673063501302	1	143	253	339	204	22.2289848404144	33.9960124912186	32.2974081672154	29.531929478581	0	UP_pEhEx_DOWN_CmasM
EHI_119930A	-0.189536494860891	2.11950959408355	0.71960643050725	1	25	28	54	24	3.88618616091161	3.76240454448269	5.14471988504317	3.47434464453895	0	UP_pEhEx_DOWN_CmasM
EHI_119950A	-0.175360750588659	4.78863578921305	0.781243837482957	1	71	300	301	203	11.036768696989	40.3114772623145	28.6770497295925	29.3871651183919	0	UP_pEhEx_DOWN_CmasM
EHI_120280A	-0.0281948170217737	3.74539354313757	0.956390821793201	1	82	99	142	90	12.7466906077901	13.3027874965638	13.5287078458543	13.028792417021	0	UP_pEhEx_DOWN_CmasM
EHI_120310A	-0.0981612583273847	3.93890859303846	0.832049744903347	1	66	140	147	119	10.2595314648066	18.8120227224134	14.0050707981731	17.2269588625056	0	UP_pEhEx_DOWN_CmasM
EHI_120320A	0.0837882204060715	2.49244484837421	0.866074935272527	1	34	43	59	33	5.28521317883979	5.77797840759842	5.62108283736198	4.77722388624105	0	DOWN_pEhEx_UP_CmasM
EHI_120590A	-0.130982872451948	4.3388469861224	0.771952059988972	1	140	122	175	174	21.762642501105	16.3933340866746	16.6727033311584	25.1889986729074	0	UP_pEhEx_DOWN_CmasM
EHI_120640A	0.251828038290463	1.92769430455235	0.632838138645973	1	21	33	32	24	3.26439637516575	4.4342624988546	3.04872289484039	3.47434464453895	0	DOWN_pEhEx_UP_CmasM
EHI_120860A	0.153947169831896	0.352776036672271	0.88741828428284	1	7	8	11	6	1.08813212505525	1.07497272699505	1.04799849510139	0.868586161134737	0	DOWN_pEhEx_UP_CmasM
EHI_120870A	0.35616229279786	0.724296266464764	0.651226081196937	1	10	12	16	6	1.55447446436464	1.61245909049258	1.5243614474202	0.868586161134737	0	DOWN_pEhEx_UP_CmasM
EHI_120900A	-0.0290536293050454	2.55882486075881	1	1	45	31	89	19	6.9951350896409	4.16551931710583	8.47926055127485	2.75052284359333	0	UP_pEhEx_DOWN_CmasM
EHI_120920A	0.0743735592133806	0.675869729669695	1	1	11	8	15	8	1.70992191080111	1.07497272699505	1.42908885695644	1.15811488151298	0	DOWN_pEhEx_UP_CmasM
EHI_120950A	-0.330619613298401	2.20269629077304	0.504971563252661	1	18	36	43	39	2.79805403585636	4.83737727147774	4.09672138994178	5.64581004737579	0	UP_pEhEx_DOWN_CmasM
EHI_121470A	-0.284280045716164	3.22737174253347	0.50697583929575	1	51	63	92	78	7.92781976825968	8.46541022508605	8.76507832266613	11.2916200947516	0	UP_pEhEx_DOWN_CmasM
EHI_121490A	-0.0131215497359281	5.30771013536726	0.975616403783522	1	236	310	454	247	36.6855973590056	41.6551931710584	43.2537560705481	35.7567969667133	0	UP_pEhEx_DOWN_CmasM
EHI_121520A	0.315412683021894	2.12610955821359	0.503821743221958	1	34	29	43	22	5.28521317883979	3.89677613535707	4.09672138994178	3.1848159241607	0	DOWN_pEhEx_UP_CmasM
EHI_121620.mRNA	-0.119385066483642	10.5896602480588	0.792410013981174	1	8436	12225	14227	12804	1311.35465813801	1642.69269843932	1355.44314452795	1853.56286786153	0	UP_pEhEx_DOWN_CmasM
EHI_121740A	0.350846806069124	0.686404376985492	0.694033658969875	1	12	9	18	4	1.86536935723757	1.20934431786944	1.71490662834772	0.579057440756491	0	DOWN_pEhEx_UP_CmasM
EHI_121760A	0.0434063854703112	2.56135356729193	0.937886021212017	1	34	46	66	33	5.28521317883979	6.18109318022156	6.28799097060831	4.77722388624105	0	DOWN_pEhEx_UP_CmasM
EHI_121770A	0.230495243830804	5.45201355605906	0.55248011699881	1	316	334	402	289	49.1213930739227	44.8801113520435	38.2995813664325	41.8369000946565	0	DOWN_pEhEx_UP_CmasM
EHI_121790A	0.0705944966410123	0.463547902647698	0.999999999999998	1	7	9	11	8	1.08813212505525	1.20934431786944	1.04799849510139	1.15811488151298	0	DOWN_pEhEx_UP_CmasM
EHI_121850A	-0.192939577262246	1.17842102710168	0.784263610328513	1	12	14	26	12	1.86536935723757	1.88120227224134	2.47708735205782	1.73717232226947	0	UP_pEhEx_DOWN_CmasM
EHI_121860A	0.236256486901355	2.78039236416507	0.584276261754072	1	50	49	68	39	7.77237232182322	6.58420795284471	6.47853615153584	5.64581004737579	0	DOWN_pEhEx_UP_CmasM
EHI_121880A	-0.0290071075025374	5.59744520543791	0.945101884712639	1	336	321	458	371	52.230342002652	43.1332806706765	43.6348464324032	53.7075776301645	0	UP_pEhEx_DOWN_CmasM
EHI_121890A	0.0935702968576617	5.12356761014058	0.815062300156457	1	215	283	352	231	33.4212009838398	38.02716021745	33.5359518432443	33.4405672036874	0	DOWN_pEhEx_UP_CmasM
EHI_122100A	-0.0790594059040374	5.37955859860499	0.845444035268821	1	294	259	432	303	45.7015492523205	34.8022420364649	41.1577590803453	43.8636011373042	0	UP_pEhEx_DOWN_CmasM
EHI_122720A	0.0965412984303014	3.36187042381273	0.883128550950938	1	37	111	84	79	5.75155551814918	14.9152465870564	8.00289759895604	11.4363844549407	0	DOWN_pEhEx_UP_CmasM
EHI_122730A	0.0749470815741192	1.51547617963829	0.936208320762992	1	18	19	26	18	2.79805403585636	2.55306022661325	2.47708735205782	2.60575848340421	0	DOWN_pEhEx_UP_CmasM
EHI_122750A	0.166614096336041	4.03248666228364	0.748923625176909	1	99	139	106	141	15.38929719721	18.6776511315391	10.0988945891588	20.4117747866663	0	DOWN_pEhEx_UP_CmasM
EHI_122830A	-0.359945278762707	1.81158792955049	0.653339284365846	1	7	34	23	36	1.08813212505525	4.56863408972898	2.19126958066653	5.21151696680842	0	UP_pEhEx_DOWN_CmasM
EHI_122840A	0.368855083079918	0.278813571583387	0.684783951498915	1	9	6	11	4	1.39902701792818	0.806229545246291	1.04799849510139	0.579057440756491	0	DOWN_pEhEx_UP_CmasM
EHI_122870A	0.21273432949367	4.48308685355267	0.595337956909218	1	143	188	241	124	22.2289848404144	25.2618590843838	22.9606943017667	17.9507806634512	0	DOWN_pEhEx_UP_CmasM
EHI_122890A	0.322081243442527	1.52534438679542	0.572457934640434	1	16	25	30	12	2.48715914298343	3.35928977185954	2.85817771391287	1.73717232226947	0	DOWN_pEhEx_UP_CmasM
EHI_123290.mRNA	-0.202369881665947	0.782837344591862	0.831957982254883	1	7	12	20	8	1.08813212505525	1.61245909049258	1.90545180927525	1.15811488151298	0	UP_pEhEx_DOWN_CmasM
